bootstrap_iter,dAUROC1_Mrep_minus_Bknowledge,dAUROC2_Mhybrid_minus_Bknowledge
1128,0.164519,0.165259
1129,0.194868,0.200906
1130,0.311434,0.316187
1131,0.170732,0.171999
1132,0.158281,0.164894
1133,0.222946,0.227054
1134,0.168505,0.172862
1135,0.164410,0.164099
1136,0.160053,0.166900
1137,0.257127,0.255543
1138,0.270876,0.274859
1139,0.227273,0.236494
1140,0.253428,0.253012
1141,0.148104,0.150211
1142,0.112890,0.124455
1143,0.274758,0.275081
1144,0.185293,0.192005
1145,0.155403,0.164919
1146,0.082984,0.093641
1147,0.198830,0.208111
1148,0.201724,0.203517
1149,0.289201,0.293803
1150,0.124858,0.134354
1151,0.139638,0.144131
1152,0.158447,0.172477
1153,0.132573,0.140988
1154,0.172258,0.180161
1155,0.197038,0.200686
1156,0.210657,0.213736
1157,0.195185,0.203630
1158,0.244788,0.252288
1159,0.106434,0.115930
1160,0.098585,0.105659
1161,0.152690,0.160138
1162,0.138922,0.150211
1163,0.115034,0.130621
1164,0.266184,0.273498
1165,0.219458,0.223232
1166,0.128118,0.140590
1167,0.208614,0.215346
1168,0.210517,0.220126
1169,0.199481,0.207013
1170,0.069461,0.086620
1171,0.228404,0.238468
1172,0.086876,0.101332
1173,0.185379,0.190897
1174,0.183726,0.190771
1175,0.213734,0.219093
1176,0.142901,0.154376
1177,0.268414,0.273241
1178,0.187931,0.194690
1179,0.225020,0.229272
1180,0.197781,0.198461
1181,0.150593,0.156074
1182,0.134009,0.143396
1183,0.190077,0.191300
1184,0.116782,0.130260
1185,0.170336,0.178571
1186,0.318815,0.318182
1187,0.111578,0.124961
1188,0.153896,0.162208
1189,0.279668,0.278830
1190,0.239938,0.240505
1191,0.222840,0.233333
1192,0.225988,0.231567
1193,0.222533,0.223000
1194,0.193130,0.196581
1195,0.172897,0.178414
1196,0.166667,0.176036
1197,0.156398,0.165268
1198,0.128967,0.132464
1199,0.178206,0.181353
1200,0.239749,0.241279
1201,0.164483,0.171103
1202,0.218873,0.224915
1203,0.154910,0.160145
1204,0.205953,0.211002
1205,0.234462,0.237817
1206,0.245961,0.245169
1207,0.216184,0.222667
1208,0.241597,0.243464
1209,0.165822,0.172474
1210,0.176117,0.180710
1211,0.120181,0.125709
1212,0.153061,0.158233
1213,0.136480,0.147817
1214,0.187788,0.193869
1215,0.227465,0.231277
1216,0.177096,0.180309
1217,0.146420,0.153152
1218,0.164839,0.176129
1219,0.157435,0.167971
1220,0.198516,0.203113
1221,0.259855,0.262510
1222,0.094859,0.104192
1223,0.190019,0.196691
1224,0.138546,0.147878
1225,0.140377,0.149447
1226,0.246126,0.251248
1227,0.041953,0.055428
1228,0.154543,0.162737
1229,0.143707,0.149235
1230,0.149271,0.151647
1231,0.146598,0.154275
1232,0.359956,0.359956
1233,0.223339,0.227279
1234,0.229692,0.230626
1235,0.158292,0.162922
1236,0.161333,0.170222
1237,0.202897,0.209793
1238,0.236539,0.240585
1239,0.158777,0.169954
1240,0.138733,0.146073
1241,0.202621,0.215448
1242,0.308482,0.311518
1243,0.141532,0.148721
1244,0.152540,0.156824
1245,0.201269,0.207835
1246,0.284032,0.283065
1247,0.163907,0.166014
1248,0.211914,0.216852
1249,0.163462,0.166913
1250,0.199684,0.206009
1251,0.191707,0.194614
1252,0.161210,0.169714
1253,0.252601,0.256885
1254,0.174887,0.181973
1255,0.186308,0.191648
1256,0.127975,0.139038
1257,0.120137,0.129785
1258,0.241441,0.252957
1259,0.178584,0.184913
1260,0.116000,0.126963
1261,0.147929,0.160032
1262,0.177593,0.184163
1263,0.191310,0.194345
1264,0.173501,0.174878
1265,0.185164,0.189333
1266,0.178831,0.183377
1267,0.243379,0.247402
1268,0.191239,0.196598
1269,0.140382,0.149152
1270,0.254609,0.253101
1271,0.212730,0.223467
1272,0.165680,0.178994
1273,0.178315,0.180441
1274,0.266865,0.279337
1275,0.155517,0.165310
1276,0.202962,0.209191
1277,0.241453,0.243918
1278,0.251724,0.256690
1279,0.147929,0.151425
1280,0.163997,0.178108
1281,0.127037,0.133111
1282,0.061838,0.068962
1283,0.189448,0.194414
1284,0.145714,0.149464
1285,0.267094,0.267423
1286,0.137977,0.143491
1287,0.176414,0.179448
1288,0.195385,0.204497
1289,0.114577,0.119465
1290,0.145708,0.156794
1291,0.178695,0.183726
1292,0.257441,0.262573
1293,0.180614,0.186936
1294,0.193390,0.200734
1295,0.199210,0.203976
1296,0.011204,0.019763
1297,0.175161,0.187097
1298,0.146923,0.151688
1299,0.250503,0.255531
1300,0.200175,0.202999
1301,0.187468,0.191234
1302,0.226169,0.231234
1303,0.225323,0.231452
1304,0.169064,0.175796
1305,0.181280,0.193115
1306,0.172774,0.181836
1307,0.197980,0.200581
1308,0.212000,0.220296
1309,0.114535,0.129163
1310,0.252500,0.258929
1311,0.214780,0.219296
1312,0.095522,0.108277
1313,0.153105,0.160006
1314,0.143246,0.153459
1315,0.161728,0.164104
1316,0.190821,0.193999
1317,0.213739,0.216340
1318,0.165583,0.176360
1319,0.177604,0.185731
1320,0.221235,0.227037
1321,0.038169,0.046405
1322,0.169682,0.179165
1323,0.230999,0.234853
1324,0.158030,0.163788
1325,0.134792,0.138617
1326,0.153871,0.156290
1327,0.125889,0.135241
1328,0.103175,0.118622
1329,0.250657,0.258973
1330,0.075310,0.085517
1331,0.154483,0.164138
1332,0.198667,0.206815
1333,0.248812,0.250554
1334,0.099348,0.105584
1335,0.110586,0.122537
1336,0.185293,0.192588
1337,0.294494,0.294350
1338,0.079467,0.088966
1339,0.161453,0.172814
1340,0.239556,0.241481
1341,0.120643,0.130855
1342,0.235207,0.236955
1343,0.212574,0.215998
1344,0.120786,0.129515
1345,0.189413,0.195649
1346,0.067679,0.077679
1347,0.221793,0.222897
1348,0.203772,0.207040
1349,0.154529,0.159425
1350,0.214563,0.221607
1351,0.128918,0.135984
1352,0.168808,0.179856
1353,0.221103,0.224276
1354,0.169486,0.178851
1355,0.126009,0.135288
1356,0.165292,0.171582
1357,0.158958,0.167275
1358,0.097659,0.105870
1359,0.131034,0.138897
1360,0.130308,0.143786
1361,0.259699,0.263810
1362,0.149430,0.152439
1363,0.172336,0.183474
1364,0.268830,0.270230
1365,0.191397,0.193382
1366,0.197304,0.200980
1367,0.254403,0.258736
1368,0.117884,0.126653
1369,0.187579,0.189486
1370,0.222863,0.224905
1371,0.128276,0.134897
1372,0.279584,0.281763
1373,0.089665,0.095929
1374,0.155753,0.168605
1375,0.239936,0.246366
1376,0.197229,0.205098
1377,0.216162,0.225657
1378,0.144341,0.153221
1379,0.145363,0.147887
1380,0.194856,0.202684
1381,0.220452,0.225719
1382,0.165259,0.173556
1383,0.127693,0.136338
1384,0.200345,0.207793
1385,0.212860,0.219987
1386,0.261364,0.266030
1387,0.202416,0.218853
1388,0.227358,0.231715
1389,0.190103,0.194996
1390,0.112344,0.124507
1391,0.095668,0.110284
1392,0.201566,0.206178
1393,0.277210,0.277794
1394,0.160147,0.170493
1395,0.261027,0.263583
1396,0.212321,0.216607
1397,0.139091,0.152208
1398,0.110828,0.121315
1399,0.178146,0.187500
1400,0.000081,0.012823
1401,0.198696,0.202192
1402,0.155787,0.161798
1403,0.188531,0.193978
1404,0.228812,0.234623
1405,0.210271,0.212796
1406,0.165181,0.170357
1407,0.198830,0.211068
1408,0.137046,0.145182
1409,0.190370,0.194222
1410,0.104945,0.118603
1411,0.260480,0.264458
1412,0.142679,0.153571
1413,0.142792,0.150584
1414,0.205136,0.204990
1415,0.221514,0.226474
1416,0.291774,0.297258
1417,0.112282,0.116045
1418,0.253235,0.255535
1419,0.115862,0.127310
1420,0.174113,0.178468
1421,0.351064,0.355233
1422,0.202667,0.205481
1423,0.155852,0.166963
1424,0.179091,0.182597
1425,0.099897,0.107595
1426,0.145002,0.153851
1427,0.190141,0.193330
1428,0.219194,0.225806
1429,0.172157,0.181343
1430,0.259970,0.263584
1431,0.194373,0.196686
1432,0.177938,0.181763
1433,0.068821,0.077620
1434,0.104530,0.113082
1435,0.073347,0.089057
1436,0.246531,0.249743
1437,0.126787,0.137584
1438,0.300260,0.303117
1439,0.204276,0.208828
1440,0.136439,0.143513
1441,0.249787,0.255456
1442,0.144964,0.154531
1443,0.264735,0.265454
1444,0.161349,0.170981
1445,0.248000,0.250963
1446,0.199839,0.210484
1447,0.156732,0.158659
1448,0.155832,0.164311
1449,0.294430,0.298115
1450,0.109618,0.118531
1451,0.109185,0.114370
1452,0.268750,0.274643
1453,0.186683,0.191585
1454,0.172973,0.176516
1455,0.136338,0.145125
1456,0.177424,0.183007
1457,0.203943,0.206352
1458,0.166547,0.173304
1459,0.162471,0.166031
1460,0.209730,0.218113
1461,0.213308,0.221177
1462,0.260759,0.264483
1463,0.189265,0.197093
1464,0.186026,0.189333
1465,0.244685,0.246280
1466,0.221100,0.222429
1467,0.173345,0.180472
1468,0.169715,0.176304
1469,0.130945,0.140277
1470,0.272059,0.275735
1471,0.178413,0.181321
1472,0.113778,0.120000
1473,0.084111,0.098556
1474,0.196415,0.198068
1475,0.091128,0.103741
1476,0.216728,0.218907
1477,0.179561,0.188290
1478,0.228302,0.232420
1479,0.108683,0.116878
1480,0.085901,0.096794
1481,0.181727,0.184621
1482,0.119962,0.130719
1483,0.160138,0.163310
1484,0.214370,0.222963
1485,0.285785,0.290462
1486,0.155530,0.158010
1487,0.179705,0.188492
1488,0.157553,0.165224
1489,0.093556,0.102296
1490,0.167662,0.174545
1491,0.225977,0.228170
1492,0.200504,0.206495
1493,0.162477,0.164886
1494,0.215564,0.221593
1495,0.292242,0.291913
1496,0.210526,0.213892
1497,0.267185,0.273259
1498,0.216552,0.218759
1499,0.156555,0.158999
1500,0.169627,0.173691
1501,0.093410,0.111746
1502,0.166131,0.175356
1503,0.169662,0.179175
1504,0.193610,0.202801
1505,0.172892,0.186169
1506,0.221459,0.226545
1507,0.214381,0.224438
1508,0.110637,0.119583
1509,0.332300,0.331294
1510,0.217414,0.217585
1511,0.148340,0.158531
1512,0.163974,0.174603
1513,0.181870,0.189596
1514,0.193182,0.195289
1515,0.169206,0.173959
1516,0.277502,0.283046
1517,0.160779,0.167073
1518,0.135449,0.141459
1519,0.152963,0.159037
1520,0.211420,0.220506
1521,0.145550,0.151644
1522,0.153734,0.167287
1523,0.167179,0.171512
1524,0.237667,0.240236
1525,0.117110,0.130424
1526,0.257048,0.263225
1527,0.245296,0.248888
1528,0.188896,0.196688
1529,0.073057,0.084685
1530,0.255066,0.256464
1531,0.196779,0.200358
1532,0.217037,0.224296
1533,0.252258,0.254839
1534,0.378930,0.375479
1535,0.210667,0.212593
1536,0.129520,0.138560
1537,0.101926,0.109630
1538,0.235775,0.239568
1539,0.162552,0.174000
1540,0.222259,0.226115
1541,0.160323,0.170645
1542,0.279605,0.289550
1543,0.118546,0.129633
1544,0.274382,0.282620
1545,0.162840,0.168226
1546,0.182115,0.192885
1547,0.276189,0.279837
1548,0.230158,0.233805
1549,0.216935,0.220385
1550,0.114608,0.120424
1551,0.177841,0.186725
1552,0.163408,0.163408
1553,0.156843,0.164575
1554,0.165028,0.167685
1555,0.151239,0.169140
1556,0.195556,0.202222
1557,0.164541,0.171060
1558,0.093853,0.102071
1559,0.215401,0.221976
1560,0.155926,0.159630
1561,0.233899,0.236486
1562,0.239194,0.247419
1563,0.148217,0.152961
1564,0.123059,0.134129
1565,0.214963,0.220889
1566,0.039745,0.050052
1567,0.221366,0.229925
1568,0.188742,0.197772
1569,0.195791,0.199476
1570,0.151236,0.162593
1571,0.164133,0.172358
1572,0.194376,0.204044
1573,0.221865,0.228289
1574,0.130343,0.137869
1575,0.196953,0.201286
1576,0.175654,0.178922
1577,0.213196,0.214908
1578,0.241297,0.246612
1579,0.155238,0.164138
1580,0.185594,0.190496
1581,0.123158,0.128968
1582,0.158886,0.169623
1583,0.210726,0.213145
1584,0.174934,0.183688
1585,0.114712,0.128160
1586,0.230116,0.234143
1587,0.194897,0.199172
1588,0.116149,0.124319
1589,0.189336,0.191478
1590,0.165108,0.170635
1591,0.233156,0.236791
1592,0.146234,0.151948
1593,0.150714,0.156071
1594,0.209877,0.216837
1595,0.104963,0.115630
1596,0.230584,0.231939
1597,0.188692,0.198389
1598,0.073332,0.088585
1599,0.172277,0.180692
1600,0.171127,0.177179
1601,0.149862,0.154911
1602,0.135586,0.142345
1603,0.155088,0.163755
1604,0.110552,0.118746
1605,0.210969,0.211832
1606,0.129788,0.135379
1607,0.150249,0.160209
1608,0.144465,0.157325
1609,0.186519,0.189185
1610,0.228364,0.237421
1611,0.176714,0.180391
1612,0.208188,0.212464
1613,0.251017,0.255339
1614,0.098296,0.107037
1615,0.218176,0.218799
1616,0.125887,0.129919
1617,0.186828,0.190966
1618,0.055089,0.067411
1619,0.189487,0.198092
1620,0.142581,0.149194
1621,0.224654,0.227460
1622,0.262852,0.267442
1623,0.164119,0.176775
1624,0.224790,0.227124
1625,0.136328,0.144471
1626,0.221960,0.222484
1627,0.178235,0.181414
1628,0.210373,0.214657
1629,0.174885,0.182117
1630,0.196090,0.199252
1631,0.136704,0.147720
1632,0.213413,0.216576
1633,0.163091,0.169386
1634,0.190963,0.195111
1635,0.123310,0.130983
1636,0.169781,0.175532
1637,0.184995,0.185123
1638,0.221974,0.223092
1639,0.185586,0.187241
1640,0.186592,0.194527
1641,0.125379,0.133103
1642,0.153447,0.163531
1643,0.211847,0.217391
1644,0.223992,0.227805
1645,0.150512,0.161800
1646,0.211753,0.224481
1647,0.272069,0.274414
1648,0.208704,0.215741
1649,0.160503,0.168721
1650,0.138586,0.148950
1651,0.238862,0.244431
1652,0.219163,0.219882
1653,0.139076,0.142748
1654,0.250950,0.252059
1655,0.180755,0.188720
1656,0.190054,0.193063
1657,0.132066,0.138618
1658,0.204690,0.209655
1659,0.080766,0.087768
1660,0.253326,0.254435
1661,0.257708,0.258350
1662,0.183551,0.186352
1663,0.197037,0.199877
1664,0.147260,0.160400
1665,0.294521,0.304445
1666,0.153254,0.164965
1667,0.148997,0.159845
1668,0.176519,0.176667
1669,0.053571,0.058957
1670,0.196809,0.201840
1671,0.288832,0.290488
1672,0.241683,0.244339
1673,0.137245,0.147815
1674,0.201956,0.200964
1675,0.240292,0.241496
1676,0.102340,0.113905
1677,0.237630,0.243407
1678,0.060741,0.076000
1679,0.244827,0.251063
1680,0.300316,0.302760
1681,0.269192,0.272377
1682,0.171657,0.177436
1683,0.150086,0.154543
1684,0.200897,0.205448
1685,0.268276,0.270207
1686,0.135729,0.146094
1687,0.254403,0.257339
1688,0.139076,0.146879
1689,0.131234,0.137468
1690,0.133832,0.145521
1691,0.216667,0.224667
1692,0.233529,0.241289
1693,0.214168,0.221893
1694,0.167319,0.172491
1695,0.195298,0.200552
1696,0.126581,0.138801
1697,0.147502,0.149007
1698,0.173469,0.177383
1699,0.175586,0.175724
1700,0.245247,0.252312
1701,0.157921,0.162234
1702,0.130882,0.143070
1703,0.358667,0.359407
1704,0.153443,0.158956
1705,0.199081,0.205733
1706,0.107037,0.124963
1707,0.101838,0.122994
1708,0.095575,0.102348
1709,0.171818,0.180080
1710,0.228276,0.230759
1711,0.104420,0.119359
1712,0.189931,0.192552
1713,0.203313,0.215334
1714,0.146561,0.153411
1715,0.163481,0.165259
1716,0.256828,0.262897
1717,0.163531,0.172562
1718,0.212078,0.219839
1719,0.190564,0.193832
1720,0.118197,0.127976
1721,0.130446,0.137708
1722,0.181034,0.185310
1723,0.185037,0.188000
1724,0.233702,0.232568
1725,0.272321,0.273571
1726,0.184199,0.194266
1727,0.216690,0.218207
1728,0.274914,0.279033
1729,0.188327,0.193358
1730,0.269695,0.275158
1731,0.229355,0.234024
1732,0.106298,0.118788
1733,0.217941,0.222607
1734,0.171241,0.180345
1735,0.149376,0.151644
1736,0.183310,0.185793
1737,0.129857,0.138803
1738,0.125175,0.133560
1739,0.116694,0.127859
1740,0.256885,0.255967
1741,0.075926,0.088815
1742,0.132593,0.139259
1743,0.085753,0.101711
1744,0.243197,0.246032
1745,0.121960,0.127411
1746,0.232339,0.237661
1747,0.148728,0.155298
1748,0.185741,0.188647
1749,0.198770,0.203802
1750,0.196105,0.200236
1751,0.245748,0.248671
1752,0.164732,0.171339
1753,0.292384,0.294864
1754,0.143723,0.151484
1755,0.229155,0.232030
1756,0.249003,0.250731
1757,0.224865,0.227423
1758,0.128698,0.132643
1759,0.191248,0.194461
1760,0.158284,0.162722
1761,0.215561,0.219104
1762,0.189677,0.194677
1763,0.196477,0.201587
1764,0.199748,0.205060
1765,0.218850,0.222060
1766,0.273265,0.272176
1767,0.138145,0.145242
1768,0.224178,0.227518
1769,0.205496,0.216107
1770,0.121190,0.127803
1771,0.156148,0.168000
1772,0.263448,0.271724
1773,0.224593,0.228593
1774,0.172148,0.178963
1775,0.209675,0.215130
1776,0.145558,0.149583
1777,0.264148,0.263259
1778,0.106148,0.114296
1779,0.176573,0.183701
1780,0.145845,0.151596
1781,0.231866,0.232182
1782,0.082029,0.096177
1783,0.129666,0.142671
1784,0.115042,0.121608
1785,0.209136,0.212593
1786,0.236169,0.239026
1787,0.218176,0.220977
1788,0.238676,0.239151
1789,0.095123,0.104907
1790,0.338621,0.339034
1791,0.221893,0.225793
1792,0.161042,0.167818
1793,0.184163,0.189055
1794,0.234088,0.237760
1795,0.182823,0.192177
1796,0.217187,0.223507
1797,0.083214,0.090536
1798,0.252586,0.258177
1799,0.134180,0.137393
1800,0.234064,0.238098
1801,0.103517,0.110000
1802,0.239379,0.242102
1803,0.138952,0.141114
1804,0.141677,0.148868
1805,0.182768,0.182927
1806,0.234889,0.238889
1807,0.094000,0.099630
1808,0.288155,0.289183
1809,0.146771,0.152362
1810,0.166157,0.175031
1811,0.183211,0.190155
1812,0.128977,0.143688
1813,0.209689,0.211373
1814,0.220157,0.224210
1815,0.186586,0.191721
1816,0.111897,0.119934
1817,0.164667,0.170148
1818,0.180414,0.185232
1819,0.258415,0.265759
1820,0.141290,0.149516
1821,0.149007,0.155479
1822,0.112222,0.125407
1823,0.227609,0.233392
1824,0.258406,0.262083
1825,0.176125,0.185770
1826,0.099306,0.109841
1827,0.269686,0.271553
1828,0.134204,0.141930
1829,0.214073,0.220876
1830,0.110428,0.122729
1831,0.217640,0.227705
1832,0.265377,0.265094
1833,0.149660,0.158447
1834,0.161012,0.164175
1835,0.169458,0.175722
1836,0.271736,0.273312
1837,0.157115,0.168577
1838,0.265125,0.268609
1839,0.245465,0.248158
1840,0.154040,0.161079
1841,0.150966,0.159241
1842,0.214690,0.220621
1843,0.116233,0.122143
1844,0.191517,0.194000
1845,0.165172,0.176483
1846,0.141180,0.144943
1847,0.218373,0.218085
1848,0.198174,0.208237
1849,0.121175,0.127754
1850,0.137146,0.153341
1851,0.063470,0.079140
1852,0.190034,0.191571
1853,0.181376,0.190964
1854,0.134138,0.142966
1855,0.141159,0.151831
1856,0.139289,0.145994
1857,0.098817,0.108310
1858,0.177586,0.188483
1859,0.187729,0.192623
1860,0.142905,0.147954
1861,0.192744,0.194870
1862,0.166483,0.167586
1863,0.129237,0.139531
1864,0.201984,0.206297
1865,0.104011,0.112205
1866,0.175034,0.181793
1867,0.162021,0.172632
1868,0.162759,0.168000
1869,0.164488,0.168028
1870,0.126222,0.132000
1871,0.264006,0.263539
1872,0.173279,0.185247
1873,0.237805,0.240022
1874,0.182802,0.189338
1875,0.233899,0.237780
1876,0.126215,0.133590
1877,0.235602,0.237000
1878,0.201818,0.203377
1879,0.189406,0.191449
1880,0.076865,0.089257
1881,0.173556,0.179333
1882,0.137566,0.146436
1883,0.256494,0.257602
1884,0.112337,0.119009
1885,0.074468,0.084819
1886,0.173210,0.176790
1887,0.151189,0.163380
1888,0.205599,0.206201
1889,0.121862,0.126690
1890,0.107001,0.111820
1891,0.197914,0.203604
1892,0.164741,0.172148
1893,0.232208,0.234416
1894,0.305145,0.310076
1895,0.164284,0.170756
1896,0.173636,0.178831
1897,0.114592,0.124704
1898,0.173965,0.180465
1899,0.151983,0.161710
1900,0.218935,0.225390
1901,0.220444,0.221926
1902,0.173734,0.182939
1903,0.144740,0.150195
1904,0.104229,0.113862
1905,0.236004,0.235166
1906,0.104886,0.112979
1907,0.221557,0.222230
1908,0.139845,0.146994
1909,0.207344,0.212459
1910,0.062534,0.077864
1911,0.185251,0.188009
1912,0.168056,0.182432
1913,0.183310,0.186483
1914,0.187111,0.192444
1915,0.253481,0.258370
1916,0.232426,0.236678
1917,0.202684,0.210512
1918,0.153215,0.157757
1919,0.187661,0.196855
1920,0.155704,0.172000
1921,0.249259,0.252519
1922,0.162038,0.173067
1923,0.057485,0.062737
1924,0.118315,0.122053
1925,0.123517,0.136207
1926,0.185584,0.193921
1927,0.224469,0.228282
1928,0.242370,0.245333
1929,0.241702,0.242051
1930,0.220484,0.228226
1931,0.196140,0.199771
1932,0.176935,0.181774
1933,0.270550,0.272534
1934,0.167552,0.175923
1935,0.239448,0.241241
1936,0.165037,0.177481
1937,0.122966,0.128621
1938,0.198675,0.204545
1939,0.174744,0.176099
1940,0.136000,0.144000
1941,0.083427,0.096521
1942,0.047407,0.055309
1943,0.162234,0.169710
1944,0.197491,0.202027
1945,0.116759,0.129310
1946,0.148870,0.153846
1947,0.142370,0.154222
1948,0.222508,0.228289
1949,0.255323,0.255968
1950,0.128989,0.133955
1951,0.232711,0.234899
1952,0.191176,0.197576
1953,0.187483,0.202498
1954,0.203872,0.210442
1955,0.101774,0.114223
1956,0.249351,0.249091
1957,0.274207,0.276552
1958,0.175196,0.181969
1959,0.203003,0.208606
1960,0.218654,0.225364
1961,0.161281,0.168226
1962,0.216561,0.226282
1963,0.141464,0.148991
1964,0.200514,0.207049
1965,0.181992,0.186582
1966,0.211628,0.217756
1967,0.205829,0.207646
1968,0.147681,0.158730
1969,0.265725,0.270758
1970,0.044429,0.051408
1971,0.151172,0.161793
1972,0.199032,0.208548
1973,0.147251,0.154620
1974,0.062105,0.075618
1975,0.115009,0.123634
1976,0.180508,0.190074
1977,0.241567,0.247095
1978,0.091524,0.095725
1979,0.170756,0.181743
1980,0.099632,0.110261
1981,0.158093,0.164104
1982,0.215793,0.215241
1983,0.248330,0.254496
1984,0.169645,0.179084
1985,0.246457,0.249291
1986,0.134201,0.141908
1987,0.185129,0.191150
1988,0.143276,0.156696
1989,0.134667,0.142074
1990,0.075428,0.091493
1991,0.201318,0.207773
1992,0.096095,0.112667
1993,0.215785,0.221366
1994,0.201926,0.204844
1995,0.175094,0.179263
1996,0.255049,0.258109
1997,0.223911,0.225659
1998,0.156250,0.163053
1999,0.146073,0.156839
